Source,Folio,Seq,Incipit,Text,Feast,Occasion,Genre,Position,"Cantus ID",Mode,Diff,"Diff db"
"P-BRs Ms. 034",160,003,"Laqueus contritus est et nos liberati","Laqueus contritus est et nos liberati sumus adjutorium nostrum in nomine Domini qui fecit caelum et terram","Nat. Innocentium",MI,GrV,,g00570a,5,,
"P-BRs Ms. 034",160,004,"Alleluia Laudate pueri Dominum laudate nomen","Alleluia Laudate pueri Dominum laudate nomen Domini","Nat. Innocentium",MI,Al,,g02078,4,,
"P-BRs Ms. 034",161,001,"Anima nostra sicut passer erepta est","Anima nostra sicut passer erepta est de laqueo venantium laqueus contritus est et nos liberati sumus","Nat. Innocentium",MI,Of,,g00576,2,,
"P-BRs Ms. 034",161,002,"Vox in Rama audita est ploratus","Vox in Rama audita est ploratus et ululatus Rachel plorans filios suos noluit consolari quia non sunt","Nat. Innocentium",MI,Cm,,g00577,7,,
"P-BRs Ms. 034",161,003,"Puer natus est nobis*","Puer natus est nobis*","Nativitas Domini, infra oct.",MI,In,,g00553,*,,
"P-BRs Ms. 034",161,004,"Ecce advenit dominator *","Ecce advenit dominator *","Epiphania, infra oct.",MI,In,,g00596,*,,
"P-BRs Ms. 034",161,005,"Suscepimus Deus misericordiam tuam *","Suscepimus Deus misericordiam tuam *","Purificatio Mariae [Presentationis Domini]",MI,In,,g01167,*,,
"P-BRs Ms. 034",162,001,"Suscepimus deus misericordiam tuam in medio","Suscepimus deus misericordiam tuam in medio templi tui secundum nomen tuum deus ita et laus tua in fines terrae","Purificatio Mariae [Presentationis Domini]",MI,Gr,,g00073,5,,
"P-BRs Ms. 034",162,002,"Sicut audivimus ita et vidimus in","Sicut audivimus ita et vidimus in civitate Dei nostri in monte sancto ejus","Purificatio Mariae [Presentationis Domini]",MI,GrV,,g00073a,5,,
"P-BRs Ms. 034",162,003,"Alleluia Adorabo ad templum sanctum tuum","Alleluia Adorabo ad templum sanctum tuum et confitebor nomini tuo","Purificatio Mariae [Presentationis Domini]",MI,Al,,g01404,7,,
"P-BRs Ms. 034",163,001,"Alleluia Post partum Virgo inviolata permansisti","Alleluia Post partum Virgo inviolata permansisti Dei Genitrix intercede pro nobis","Purificatio Mariae [Presentationis Domini]",MI,Al,,g01411,4,,
"P-BRs Ms. 034",163,002,"Diffusa est gratia in labiis tuis","Diffusa est gratia in labiis tuis propterea benedixit te deus in aeternum","Purificatio Mariae [Presentationis Domini]",MI,Tc,,g02214,2,,
"P-BRs Ms. 034",163,003,"Specie tua et pulchritudine tua intende","Specie tua et pulchritudine tua intende prospere procede et regna","Purificatio Mariae [Presentationis Domini]",MI,TcV,,g01370,2,,
"P-BRs Ms. 034",164,001,"Propter veritatem et mansuetudinem et justitiam","Propter veritatem et mansuetudinem et justitiam et deducet te mirabiliter dextera tua","Purificatio Mariae [Presentationis Domini]",MI,TcV,,g02215,2,,
"P-BRs Ms. 034",164,002,"Diffusa est gratia in labiis tuis","Diffusa est gratia in labiis tuis propterea benedixit te Deus in aeternum et in saeculum saeculi","Purificatio Mariae [Presentationis Domini]",MI,Of,,g01378,8,,
"P-BRs Ms. 034",164,003,"Responsum accepit Simeon a Spiritu Sancto","Responsum accepit Simeon a Spiritu Sancto non visurum se mortem nisi videret Christum Domini","Purificatio Mariae [Presentationis Domini]",MI,Cm,,g00080,8,,
"P-BRs Ms. 034",165,001,"Statuit ei dominus testamentum pacis et","Statuit ei dominus testamentum pacis et principem fecit eum ut sit illi sacerdotii dignitas in aeternum","Martini, archiepiscopi Bracharensis",MI,In,,g01271,1,,
"P-BRs Ms. 034",165,002,"Inveni David servum meum oleo sancto","Inveni David servum meum oleo sancto meo unxi eum","Martini, archiepiscopi Bracharensis",MI,InV,,g02225,1,,
"P-BRs Ms. 034",165,003,"Ecce sacerdos magnus qui in diebus","Ecce sacerdos magnus qui in diebus suis placuit deo","Martini, archiepiscopi Bracharensis",MI,Gr,,g01332,5,,
"P-BRs Ms. 034",165,004,"Non est inventus similis illi qui","Non est inventus similis illi qui conservaret legem Excelsi","Martini, archiepiscopi Bracharensis",MI,GrV,,g01332a,5,,
"P-BRs Ms. 034",166,001,"Alleluia Justum deduxit dominus per vias","Alleluia Justum deduxit dominus per vias rectas et ostendit illi gloriam suam","Martini, archiepiscopi Bracharensis",MI,Al,,g02226,2,,
"P-BRs Ms. 034",166,002,"Veritas mea et misericordia mea cum","Veritas mea et misericordia mea cum ipso et in nomine meo exaltabitur cornu ejus","Martini, archiepiscopi Bracharensis",MI,Of,,g01278,2,,
"P-BRs Ms. 034",166,003,"Beatus servus quem cum venerit Dominus","Beatus servus quem cum venerit Dominus invenerit vigilantem amen dico vobis super omnia bona sua constituet eum","Martini, archiepiscopi Bracharensis",MI,Cm,,g01354,3,,
"P-BRs Ms. 034",167,001,"Rorate caeli desuper et nubes pluant","Rorate caeli desuper et nubes pluant justum aperiatur terra et germinet Salvatorem","Annuntiatio Mariae",MI,In,,501007,1,,
"P-BRs Ms. 034",167,002,"Caeli enarrant gloriam dei et opera","Caeli enarrant gloriam dei et opera manuum ejus annuntiat firmamentum","Annuntiatio Mariae",MI,InV,,501007a,1,,
"P-BRs Ms. 034",167,003,"Tollite portas principes vestras et elevamini","Tollite portas principes vestras et elevamini portae aeternales et introibit rex gloriae","Annuntiatio Mariae",MI,Gr,,g02220,2,,
"P-BRs Ms. 034",168,001,"Quis ascendet in montem domini aut","Quis ascendet in montem domini aut quis stabit in loco sancto ejus Innocens manibus et mundo corde","Annuntiatio Mariae",MI,GrV,,g02220a,2,,
"P-BRs Ms. 034",168,002,"Alleluia Orietur stella ex Jacob et","Alleluia Orietur stella ex Jacob et consurget homo de Israel","Annuntiatio Mariae",MI,Al,,g02221,7,,
"P-BRs Ms. 034",168,003,"Ave Maria gratia plena Dominus tecum","Ave Maria gratia plena Dominus tecum","Annuntiatio Mariae",MI,Tc,,g00119,2,,
"P-BRs Ms. 034",169,001,"Benedicta tu in mulieribus et benedictus","Benedicta tu in mulieribus et benedictus fructus ventris tui","Annuntiatio Mariae",MI,TcV,,g00119a,2,,
"P-BRs Ms. 034",169,002,"Ecce concipies et paries filium et","Ecce concipies et paries filium et vocabis nomen ejus Emmanuel","Annuntiatio Mariae",MI,TcV,,g00119b,2,,
"P-BRs Ms. 034",169,003,"Spiritus Sanctus superveniet in te et","Spiritus Sanctus superveniet in te et virtus Altissimi obumbrabit tibi","Annuntiatio Mariae",MI,TcV,,g00119d,2,,
"P-BRs Ms. 034",169,004,"Ideoque quod nascetur ex te sanctum","Ideoque quod nascetur ex te sanctum vocabitur filius dei","Annuntiatio Mariae",MI,TcV,,g00119e,2,,
"P-BRs Ms. 034",170,001,"Ave Maria gratia plena dominus tecum","Ave Maria gratia plena dominus tecum benedicta tu in mulieribus et benedictus fructus ventris tui","Annuntiatio Mariae",MI,Of,,g00533,8,,
"P-BRs Ms. 034",170,002,"Ecce virgo concipiet et pariet filium","Ecce virgo concipiet et pariet filium et vocabitur nomen ejus Emmanuel","Annuntiatio Mariae",MI,Cm,,503007,1,,
"P-BRs Ms. 034",170,003,"Protexisti me deus a conventu malignantium","Protexisti me deus a conventu malignantium alleluia a multitudine operantium iniquitatem alleluia alleluia","Fructuosi Archiepiscopi Bracharensis",MI,In,,g01300,7,,
"P-BRs Ms. 034",171,001,"Exaudi deus orationem meam cum deprecor","Exaudi deus orationem meam cum deprecor a timore inimici eripe animam meam","Fructuosi Archiepiscopi Bracharensis",MI,InV,,g01300a,7,,
"P-BRs Ms. 034",171,002,"Alleluia Juravit dominus et non paenitebit","Alleluia Juravit dominus et non paenitebit eum tu es sacerdos in aeternum secundum ordinem Melchisedech","Fructuosi Archiepiscopi Bracharensis",MI,Al,,g01341,1,,
"P-BRs Ms. 034",172,001,"Confitebuntur caeli mirabilia tua Domine et","Confitebuntur caeli mirabilia tua Domine et veritatem tuam in ecclesia sanctorum alleluia alleluia","Fructuosi Archiepiscopi Bracharensis",MI,Of,,g01303,7,,
"P-BRs Ms. 034",172,002,"Ego sum vitis vera et vos","Ego sum vitis vera et vos palmites qui manet in me et ego in eo hic fert fructum multum alleluia alleluia","Fructuosi Archiepiscopi Bracharensis",MI,Cm,,g02065,"8 (6)",,
"P-BRs Ms. 034",172,003,"Protexisti me deus *","Protexisti me deus *","Petri de Rates",MI,In,,g01300,*,,
"P-BRs Ms. 034",172,004,"Alleluia Posuisti domine super caput ejus","Alleluia Posuisti domine super caput ejus coronam de lapide pretioso","Petri de Rates",MI,Al,,g01302,1,,
"P-BRs Ms. 034",173,001,"Confitebuntur caeli*","Confitebuntur caeli*","Petri de Rates",MI,Of,,g01303,*,,
"P-BRs Ms. 034",173,002,"Ego sum vitis vera *","Ego sum vitis vera *","Petri de Rates",MI,Cm,,g02065,*,,
"P-BRs Ms. 034",173,003,"De ventre matris meae vocavit me","De ventre matris meae vocavit me dominus nomine meo et posuit os meum ut gladium acutum sub tegumento manus suae protexit me posuit me quasi sagittam electam","Joannis Baptistae",MI,In,,g00239,1,,
"P-BRs Ms. 034",173,004,"Audite insulae et attendite populi de","Audite insulae et attendite populi de longe Dominus ab utero vocavit me","Joannis Baptistae",MI,InV,,g00239a,1,,
"P-BRs Ms. 034",174,001,"Priusquam te formarem in utero novi","Priusquam te formarem in utero novi te et antequam exires de ventre sanctificavi te","Joannis Baptistae",MI,Gr,,g00240,5,,
"P-BRs Ms. 034",174,002,"Misit Dominus manum suam et tetigit","Misit Dominus manum suam et tetigit os meum et dixit mihi","Joannis Baptistae",MI,GrV,,g00240a,5,,
"P-BRs Ms. 034",174,003,"Alleluia Inter natos mulierum non surrexit","Alleluia Inter natos mulierum non surrexit major Johanne Baptista","Joannis Baptistae",MI,Al,,g02228,1,,
"P-BRs Ms. 034",175,001,"Alleluia Erat lucerna ardens et lucens","Alleluia Erat lucerna ardens et lucens ante dominum Joannes Baptista qui viam domino praeparavit in eremo","Joannis Baptistae",MI,Al,,g02232,1,,
"P-BRs Ms. 034",175,002,"Justus ut palma florebit sicut cedrus","Justus ut palma florebit sicut cedrus quae in Libano est multiplicabitur","Joannis Baptistae",MI,Of,,g01347,4,,
"P-BRs Ms. 034",176,001,"Tu puer propheta altissimi vocaberis praeibis","Tu puer propheta altissimi vocaberis praeibis enim ante faciem Domini parare vias ejus","Joannis Baptistae",MI,Cm,,g00243,2,,
"P-BRs Ms. 034",176,002,"Nunc scio vere quia misit dominus","Nunc scio vere quia misit dominus angelum suum et eripuit me de manu Herodis et de omni exspectatione plebis judaeorum","Petri et Pauli",MI,In,,g00257,3,,
"P-BRs Ms. 034",176,003,"Domine probasti me et cognovisti me","Domine probasti me et cognovisti me tu cognovisti sessionem meam et resurrectionem meam","Petri et Pauli",MI,InV,,g00257a,3,,
"P-BRs Ms. 034",177,001,"Constitues eos principes super omnem terram","Constitues eos principes super omnem terram memores erunt nominis tui domine","Petri et Pauli",MI,Gr,,g00006,5,,
"P-BRs Ms. 034",177,002,"Pro patribus tuis nati sunt tibi","Pro patribus tuis nati sunt tibi filii propterea populi confitebuntur tibi","Petri et Pauli",MI,GrV,,g00006a,5,,
"P-BRs Ms. 034",177,003,"Alleluia Tu es Petrus et super","Alleluia Tu es Petrus et super hanc petram aedificabo Ecclesiam meam","Petri et Pauli",MI,Al,,g00029,2,,
"P-BRs Ms. 034",178,001,"Alleluia Beatus es Simon Petre quia","Alleluia Beatus es Simon Petre quia caro et sanguis non revelavit tibi sed pater meus qui es in caelis","Petri et Pauli",MI,Al,,g02235,2,,
"P-BRs Ms. 034",178,002,"Constitues eos principes super omnem terram","Constitues eos principes super omnem terram memores erunt nominis tui in omni progenie et generatione","Petri et Pauli",MI,Of,,g00261,3,,
"P-BRs Ms. 034",179,001,"Simon Joannis diligis me plus his","Simon Joannis diligis me plus his Domine tu omnia nosti tu scis Domine quia amo te","Petri et Pauli",MI,Cm,,g00256,6,,
"P-BRs Ms. 034",179,002,"Gaudeamus omnes in domino diem festum","Gaudeamus omnes in domino diem festum celebrantes in honore Mariae virginis de cujus visitatione gaudent angeli et collaudant filium dei","Visitatio Mariae",MI,In,,501004,1,,
"P-BRs Ms. 034",179,003,"Cantate Domino canticum novum quia mirabilia","Cantate Domino canticum novum quia mirabilia fecit","Visitatio Mariae",MI,InV,,g00553a.1,1,,
"P-BRs Ms. 034",179,004,"Benedicta et venerabilis es Virgo Maria","Benedicta et venerabilis es Virgo Maria quae sine tactu pudoris inventa es mater Salvatoris","Visitatio Mariae",MI,Gr,,g01409,4,,
"P-BRs Ms. 034",180,001,"Virgo Dei Genitrix quem totus non","Virgo Dei Genitrix quem totus non capit orbis in tua se clausit viscera factus homo","Visitatio Mariae",MI,GrV,,g01409a,4,,
"P-BRs Ms. 034",180,002,"Alleluia Virga Jesse floruit virgo deum","Alleluia Virga Jesse floruit virgo deum et hominem genuit pacem deus reddidit in se reconcilians ima summis","Visitatio Mariae",MI,Al,,507002,8,,
"P-BRs Ms. 034",181,001,"Filiae regum in honore tuo astitit","Filiae regum in honore tuo astitit regina a dextris tuis in vestitu deaurato circumdata varietate","Visitatio Mariae",MI,Of,,g01388,3,,
"P-BRs Ms. 034",181,002,"Angelis suis mandavit de te ut","Angelis suis mandavit de te ut custodiant te in omnibus viis tuis in manibus portabunt te ne forte offendas ad lapidem pedem tuum","Angeli Custodis",MI,In,,g02763,1,,
"P-BRs Ms. 034",181,003,"Qui habitat in adjutorio Altissimi in","Qui habitat in adjutorio Altissimi in protectione Dei caeli commorabitur","Angeli Custodis",MI,InV,,g00675a,1,,
"P-BRs Ms. 034",182,001,"Immittet angelum suum Dominus in circuitu","Immittet angelum suum Dominus in circuitu timentium eum et eripiet eos","Angeli Custodis",MI,Gr,,g02238,5,,
"P-BRs Ms. 034",182,002,"Clamaverunt justi et Dominus exaudivit eos","Clamaverunt justi et Dominus exaudivit eos et ex omnibus tribulationibus eorum liberavit eos","Angeli Custodis",MI,GrV,,g02238a,5,,
"P-BRs Ms. 034",182,003,"Alleluia Adorate Dominum omnes Angeli ejus","Alleluia Adorate Dominum omnes Angeli ejus quoniam custodiet Dominus animas servorum suorum et de manu peccatoris liberavit eos.","Angeli Custodis",MI,Al,,g02241,5,,
"P-BRs Ms. 034",183,001,"Afferte Domino omnes Angeli ejus afferte","Afferte Domino omnes Angeli ejus afferte Domino gloriam et honorem afferte Domino gloriam nomini ejus adorate Dominum in atria sancto ejus","Angeli Custodis",MI,Of,,g02243,1,,
"P-BRs Ms. 034",183,002,"Pluit Dominus de caelo manna ad","Pluit Dominus de caelo manna ad manducandum panem caeli dedit eis panem angelorum manducavit homo alleluia","Angeli Custodis",MI,Cm,,g02245,2,,
"P-BRs Ms. 034",184,001,"Mihi autem nimis honorati sunt amici","Mihi autem nimis honorati sunt amici tui deus nimis confortatus est principatus eorum",Jacobi,MI,In,,g00005,2,,
"P-BRs Ms. 034",184,002,"Domine probasti me et cognovisti me","Domine probasti me et cognovisti me tu cognovisti sessionem meam et resurrectionem meam",Jacobi,MI,InV,,g00005a,2,,
"P-BRs Ms. 034",184,003,"Nimis honorati sunt amici tui Deus","Nimis honorati sunt amici tui Deus nimis confortatus est principatus eorum",Jacobi,MI,Gr,,g00002,2,,
"P-BRs Ms. 034",185,001,"Dinumerabo eos et super arenam multiplicabuntur","Dinumerabo eos et super arenam multiplicabuntur",Jacobi,MI,GrV,,g00002a,2,,
"P-BRs Ms. 034",185,002,"Alleluia In omnem terram exivit sonus","Alleluia In omnem terram exivit sonus eorum et in fines orbis terrae verba eorum",Jacobi,MI,Al,,g02149,1,,
"P-BRs Ms. 034",185,003,"Constitues eos *","Constitues eos *",Jacobi,MI,Of,,g00261,*,,
"P-BRs Ms. 034",185,004,"Amen dico vobis quod vos qui","Amen dico vobis quod vos qui reliquistis omnia et secuti estis me centuplum accipietis et vitam aeternam possidebitis",Jacobi,MI,Cm,,g01358,1,,
"P-BRs Ms. 034",186,001,"Salve sancta Parens *","Salve sancta Parens *","Mariae ad Nives",MI,In,,g01408,*,,
"P-BRs Ms. 034",186,002,"Gaudeamus omnes in Domino diem festum","Gaudeamus omnes in Domino diem festum celebrantes sub honore Mariae virginis de cujus assumptione gaudent Angeli et collaudant Filium Dei","Assumptio Mariae",MI,In,,501004,1,,
"P-BRs Ms. 034",186,003,"Gaudent angeli et exsultant archangeli laetantur","Gaudent angeli et exsultant archangeli laetantur omnes sancti et congratulantur martyres","Assumptio Mariae",MI,InV,,501004b,1,,
"P-BRs Ms. 034",186,004,"Propter veritatem et mansuetudinem et justitiam","Propter veritatem et mansuetudinem et justitiam et deducet te mirabiliter dextera tua","Assumptio Mariae",MI,Gr,,g00412,5,,
"P-BRs Ms. 034",187,001,"Audi filia et vide et inclina","Audi filia et vide et inclina aurem tuam quia concupivit rex speciem tuam","Assumptio Mariae",MI,GrV,,g00412a,5,,
"P-BRs Ms. 034",187,002,"Alleluia Assumpta est in caelum gaudent","Alleluia Assumpta est in caelum gaudent angeli et collaudentes benedicunt dominum","Assumptio Mariae",MI,Al,,g02206,4,,
"P-BRs Ms. 034",187,003,"Post partum virgo inviolata permansisti dei","Post partum virgo inviolata permansisti dei genitrix intercede pro nobis","Assumptio Mariae",MI,AlV,,g01411,4,,
"P-BRs Ms. 034",188,001,"Alleluia Hodie Maria virgo caelos ascendit","Alleluia Hodie Maria virgo caelos ascendit gaudete quia cum Christo regnat in aeternum","Assumptio Mariae",MI,Al,,g02249,8,,
"P-BRs Ms. 034",188,002,"Diffusa est gratia in labiis tuis","Diffusa est gratia in labiis tuis propterea benedixit te deus in aeternum et in saeculum saeculi","Assumptio Mariae",MI,Of,,g01378,8,,
"P-BRs Ms. 034",189,001,"Dilexisti justitiam et odisti iniquitatem propterea","Dilexisti justitiam et odisti iniquitatem propterea unxit te deus deus tuus","Assumptio Mariae",MI,Cm,,g01400,4,,
"P-BRs Ms. 034",189,002,"Gaudeamus omnes in domino diem festum","Gaudeamus omnes in domino diem festum celebrantes sub honore Mariae virginis de cujus nativitate gaudent angeli et collaudant filium dei","Nativitas Mariae",MI,In,,501004,1,,
"P-BRs Ms. 034",189,003,"Magnus Dominus et laudabilis nimis in","Magnus Dominus et laudabilis nimis in civitate Dei nostri in monte sancto ejus","Nativitas Mariae",MI,InV,,g01237a,1,,
"P-BRs Ms. 034",190,001,"Benedicta et venerabilis *","Benedicta et venerabilis *","Nativitas Mariae",MI,Gr,,g01409,*,,
"P-BRs Ms. 034",190,002,"Alleluia Nativitas tua Dei genitrix virgo","Alleluia Nativitas tua Dei genitrix virgo gaudium attulit universo mundo quia ex te ortus est sol justitiae Christus Deus noster","Nativitas Mariae",MI,Al,,g02252,7,,
"P-BRs Ms. 034",190,003,"Alleluia Nativitas gloriose virginis Marie ex","Alleluia Nativitas gloriose virginis Marie ex semine Abrahe orta de tribu Juda clara ex stirpe David","Nativitas Mariae",MI,Al,,g02216,7,,
"P-BRs Ms. 034",191,001,"Alleluia Ora pro nobis pia virgo *","Alleluia Ora pro nobis pia virgo *","Nativitas Mariae",MI,Al,,g02266,*,,
"P-BRs Ms. 034",191,002,"Alleluia Virga Jesse *","Alleluia Virga Jesse *","Nativitas Mariae",MI,Al,,507002,*,,
"P-BRs Ms. 034",191,003,"Ave Maria gratia*","Ave Maria gratia*","Nativitas Mariae",MI,Of,,g00533,*,,
"P-BRs Ms. 034",191,004,"Felix namque es sacra virgo Maria","Felix namque es sacra virgo Maria et omni laude dignissima quia ex te ortus est sol justitiae Christus deus noster","Nativitas Mariae",MI,Of,,g01421,1,,
"P-BRs Ms. 034",191,005,"Felix namque es sacra virgo Maria","Felix namque es sacra virgo Maria et omni laude dignissima quia ex te ortus est sol justitiae Christus deus noster alleluia","Nativitas Mariae",MI,Of,,g01421,8,,
