Source,Folio,Seq,Incipit,Text,Feast,Occasion,Genre,Position,"Cantus ID",Mode,Diff,"Diff db"
"P-BRs Ms. 034",233,004,"Requiem aeternam dona eis domine et","Requiem aeternam dona eis domine et lux perpetua luceat eis","Pro defunctis",MI,In,,g01566,6,,
"P-BRs Ms. 034",234,001,"Te decet hymnus Deus in Sion","Te decet hymnus Deus in Sion et tibi reddetur votam in Jerusalem exaudi orationem meam ad te omnis caro veniet","Pro defunctis",MI,InV,,g01566a,6,,
"P-BRs Ms. 034",234,002,"Kyrie eleison Christe eleison kyrie eleison","Kyrie eleison Christe eleison kyrie eleison","Pro defunctis",MI,Ky,,509501,6,,
"P-BRs Ms. 034",234,003,"Requiem aeternam dona eis Domine et","Requiem aeternam dona eis Domine et lux perpetua luceat eis","Pro defunctis",MI,Gr,,g01567,2,,
"P-BRs Ms. 034",234,004,"Animae eorum in bonis demorentur et","Animae eorum in bonis demorentur et semen eorum hereditet terram","Pro defunctis",MI,GrV,,g01567a,2,,
"P-BRs Ms. 034",235,001,"In memoria aeterna erunt justi ab","In memoria aeterna erunt justi ab auditione mala non timebunt","Pro defunctis",MI,GrV,,g01567b,2,,
"P-BRs Ms. 034",235,002,"Sicut cervus desiderat ad fontes aquarum","Sicut cervus desiderat ad fontes aquarum ita desiderat anima mea ad te Deus","Pro defunctis",MI,Tc,,g02374,8,,
"P-BRs Ms. 034",235,003,"Sitivit anima mea ad Deum vivum","Sitivit anima mea ad Deum vivum quando veniam et apparebo ante faciem dei mei","Pro defunctis",MI,TcV,,g02374a,8,,
"P-BRs Ms. 034",236,001,"Fuerunt mihi lacrimae meae panes die","Fuerunt mihi lacrimae meae panes die ac nocte dum dicitur mihi per singulos dies ubi est Deus tuus","Pro defunctis",MI,TcV,,g02374b,8,,
"P-BRs Ms. 034",236,002,"Absolve Domine animas omnium fidelium defunctorum","Absolve Domine animas omnium fidelium defunctorum ab omni vinculo delictorum","Pro defunctis",MI,Tc,,g01569,8,,
"P-BRs Ms. 034",236,003,"Et gratia tua illis succurrente mereantur","Et gratia tua illis succurrente mereantur evadere judicium ultionis","Pro defunctis",MI,TcV,,g01569a,8,,
"P-BRs Ms. 034",237,001,"Et lucis aeternae beatitudine perfrui","Et lucis aeternae beatitudine perfrui","Pro defunctis",MI,TcV,,g01569b,8,,
"P-BRs Ms. 034",237,002,"Domine Jesu Christe rex gloriae libera","Domine Jesu Christe rex gloriae libera animas omnium fidelium defunctorum de poenis inferni et de profundo lacu libera eas de ore leonis ne absorbeat eas tartarus ne cadant in obscura sed signifer sanctus Michael repraesentet eas in lucem sanctam quam olim Abrahae promisisti et semini ejus","Pro defunctis",MI,Of,,g01573,2,,
"P-BRs Ms. 034",238,001,"Hostias et preces tibi domine offerimus","Hostias et preces tibi domine offerimus tu suscipe pro animabus illis quarum hodie memoriam agimus fac eas domine de morte transire ad vitam","Pro defunctis",MI,OfV,,g01573a,2,,
"P-BRs Ms. 034",238,002,"Sanctus sanctus sanctus dominus deus sabaoth","Sanctus sanctus sanctus dominus deus sabaoth pleni sunt caeli et terra gloria tua hosanna in excelsis benedictus qui venit in nomine domini hosanna in excelsis","Pro defunctis",MI,Sa,,509504.1,3,,
"P-BRs Ms. 034",238,003,"Agnus dei qui tollis peccata mundi","Agnus dei qui tollis peccata mundi dona eis requiem agnus dei qui tollis peccata mundi dona eis requiem agnus dei qui tollis peccata mundi dona eis requiem sempiternam","Pro defunctis",MI,Ag,,g01575,8,,
"P-BRs Ms. 034",239,001,"Lux aeterna luceat eis domine cum","Lux aeterna luceat eis domine cum sanctis tuis in aeternum quia pius es","Pro defunctis",MI,Cm,,g01576,8,,
"P-BRs Ms. 034",239,002,"Requiem aeternam dona eis domine et","Requiem aeternam dona eis domine et lux perpetua luceat eis","Pro defunctis",MI,CmV,,g01576a,8,,
"P-BRs Ms. 034",239,003,"Chorus angelorum te suscipiat et cum","Chorus angelorum te suscipiat et cum Lazaro quondam paupere aeternam habeas requiem","Pro defunctis",P,A,,001783,8,G,
"P-BRs Ms. 034",239,004,"Aperite mihi portas justitiae ingressus in","Aperite mihi portas justitiae ingressus in eas confitebor Domino","Pro defunctis",T,A,,a00221,2,G,
"P-BRs Ms. 034",240,001,"Haec requies mea in saeculum saeculi","Haec requies mea in saeculum saeculi hic habitabo quoniam elegi eam","Pro defunctis",S,A,,003012,7,c,
"P-BRs Ms. 034",240,002,"Sanctus Sanctus Sanctus Dominus Deus Sabaoth","Sanctus Sanctus Sanctus Dominus Deus Sabaoth Pleni sunt caeli et terra gloria tua Hosanna in excelsis Benedictus qui venit in nomine Domini Hosanna in excelsis",undetermined,MI,Sa,,509504,2,,
"P-BRs Ms. 034",240,003,"Agnus dei qui tollis peccata mundi","Agnus dei qui tollis peccata mundi miserere nobis agnus dei qui tollis peccata mundi miserere nobis agnus dei qui tollis peccata mundi dona nobis pacem",undetermined,MI,Ag,,509505,4,,
"P-BRs Ms. 034",241,001,"Asperges me domine hyssopo et mundabor","Asperges me domine hyssopo et mundabor lavabis me et super nivem dealbabor","Ad aspersionem aquae benedictae",X,A,,001494,7,,
"P-BRs Ms. 034",241,002,"Miserere mei deus secundum magnam misericordiam","Miserere mei deus secundum magnam misericordiam tuam","Ad aspersionem aquae benedictae",X,AV,,001494a,7,g,
"P-BRs Ms. 034",241,003,"Gloria patri et filio et spiritui","Gloria patri et filio et spiritui sancto sicut erat in principio et nunc et semper et in saecula saeculorum amen | Lavavis","Ad aspersionem aquae benedictae",X,AV,,909000,7,g,
"P-BRs Ms. 034",241,004,"Vidi aquam egredientem de templo a","Vidi aquam egredientem de templo a latere dextero alleluia et omnes ad quos pervenit aqua ista salvi facti sunt et dicent alleluia alleluia","Ad aspersionem aquae benedictae TP",X,A,,005403,8,,
"P-BRs Ms. 034",242,001,"Haec dies quam fecit *","Haec dies quam fecit *","Ad aspersionem aquae benedictae TP",X,AV,,005403za,8,g,
"P-BRs Ms. 034",242,002,"Confitemini domino quoniam bonus quam in","Confitemini domino quoniam bonus quam in saeculum misericordia ejus","Ad aspersionem aquae benedictae TP",X,AV,,005403zb,8,g,
"P-BRs Ms. 034",243,001,"Levate capita vestra ecce appropinquabit redemptio","Levate capita vestra ecce appropinquabit redemptio vestra","Nativitas Domini, vig.",V,A,1,003608,1,G,
"P-BRs Ms. 034",243,002,"Scitote quia prope est regnum dei","Scitote quia prope est regnum dei amen dico vobis quia non tardabit alleluia","Nativitas Domini, vig.",V,A,2,004834,8,G,
"P-BRs Ms. 034",243,003,"Antequam convenirent inventa est Maria habens","Antequam convenirent inventa est Maria habens in utero de spiritu sancto alleluia","Nativitas Domini, vig.",V,A,3,001440,1,F,
"P-BRs Ms. 034",243,004,"Completi sunt dies Mariae ut pareret","Completi sunt dies Mariae ut pareret filium suum primogenitum","Nativitas Domini, vig.",V,A,4,001862,8,G,
"P-BRs Ms. 034",243,005,"Ecce completa sunt omnia quae dicta","Ecce completa sunt omnia quae dicta sunt per angelum de virgine Maria","Nativitas Domini, vig.",V,A,5,002498,8,c,
"P-BRs Ms. 034",244,001,"Judaea et Jerusalem *","Judaea et Jerusalem *","Nativitas Domini, vig.",V,R,,007040,*,,
"P-BRs Ms. 034",244,002,"Veni redemptor gentium ostende partum virginis","Veni redemptor gentium ostende partum virginis miretur omne saeculum talis decet partus Deum Non ex virili semine
sed mystico spiramine
Verbum Dei factum caro
fructusque ventris floruit
Alvus tumescit Virginis
claustra pudoris permanent,
vexilla virtutum micant,
versatur in templo Deus
Procedens de thalamo suo
pudoris aula regia
geminae gigas substantiae
alacris ut currat viam

Egressus eius a Patre regressus eis ad Patrem, excursus usque inferos, recursus ad sedem Dei
 
Aequalis aeterno Patri,
virtute firmans perpeti 
Praesepe iam fulget tuum
lumenque nox spirat novum
quod nulla nox interpolet
fideque iugi luceat.
Gloria tibi Domine qui natus es de virgine cum Patre et Sancto Spiritum in sempiternam saecula Amen","Nativitas Domini, vig.",V,H,,008408a,8,,
"P-BRs Ms. 034",244,003,"Tecum principium R. In die virtutis","Tecum principium R. In die virtutis tuae","Nativitas Domini, vig.",V,W,,008217.1,*,,
"P-BRs Ms. 034",244,004,"Cum esset desponsata mater Jesu Maria","Cum esset desponsata mater Jesu Maria Joseph antequam convenirent inventa est in utero habens quod enim in ea natum est de spiritu sancto est alleluia","Nativitas Domini, vig.",V,A,M,002000,8,G,
"P-BRs Ms. 034",245,001,"Judaea et Jerusalem nolite timere cras","Judaea et Jerusalem nolite timere cras egrediemini et dominus erit vobiscum","Nativitas Domini, vig.",V,R,,007040,4,,
"P-BRs Ms. 034",245,002,"Constantes estote videbitis auxilium domini super","Constantes estote videbitis auxilium domini super vos","Nativitas Domini, vig.",V,V,1,007040a,4,,
"P-BRs Ms. 034",245,003,"Gloria Patri et Filio et Spiritui","Gloria Patri et Filio et Spiritui Sancto","Nativitas Domini, vig.",V,V,2,007040b,4,,
"P-BRs Ms. 034",245,004,"Tecum principium in die virtutis tuae","Tecum principium in die virtutis tuae in splendoribus sanctorum ex utero ante luciferum genui te","Die 7 p. Nat. Domini",V,A,1,005127,1,G,
"P-BRs Ms. 034",246,001,"Redemptionem misit dominus populo suo mandavit","Redemptionem misit dominus populo suo mandavit in aeternum testamentum suum","Die 7 p. Nat. Domini",V,A,2,004587,7,a,
"P-BRs Ms. 034",246,002,"Exortum est in tenebris lumen rectis","Exortum est in tenebris lumen rectis corde misericors et miserator et justus Dominus","Die 7 p. Nat. Domini",V,A,3,002794,7,c,
"P-BRs Ms. 034",246,003,"Apud Dominum misericordia et copiosa apud","Apud Dominum misericordia et copiosa apud eum redemptio","Die 7 p. Nat. Domini",V,A,4,001466,4,F,
"P-BRs Ms. 034",246,004,"De fructu ventris tui ponam super","De fructu ventris tui ponam super sedem tuam","Die 7 p. Nat. Domini",V,A,5,002106,8,G,
"P-BRs Ms. 034",246,005,"Hic qui advenit nemo scit nomen","Hic qui advenit nemo scit nomen ejus nisi ipse solus vocatur verbum domini habens vestem praeclaram et omnis chorus angelorum in albis sequuntur illum","Die 7 p. Nat. Domini",V,R,,006838,7,,
"P-BRs Ms. 034",247,001,"Oculi ejus sicut flamma ignis et","Oculi ejus sicut flamma ignis et in capite ejus diademata multa","Die 7 p. Nat. Domini",V,V,1,006838b,7,,
"P-BRs Ms. 034",247,002,"Gloria Patri et Filio et Spiritui","Gloria Patri et Filio et Spiritui Sancto","Die 7 p. Nat. Domini",V,V,2,007040b,7,,
"P-BRs Ms. 034",247,003,"Qui de terra est de terra","Qui de terra est de terra loquitur qui de caelo venit super omnes est et quod vidit et audivit hoc testatur et testimonium ejus nemo accepit qui autem acceperit ejus testimonium signavit quia deus verax est","Die 7 p. Nat. Domini",V,A,M,004464,3,a,
"P-BRs Ms. 034",248,001,"Stella ista sicut flamma coruscat et","Stella ista sicut flamma coruscat et regem regum deum demonstrat magi eam viderunt et Christo regi munera obtulerunt","Epiphania, vig.",V,A,p,005022,7,c,
"P-BRs Ms. 034",248,002,"In columbae specie spiritus sanctus visus","In columbae specie spiritus sanctus visus est paterna vox audita est hic est filius meus dilectus in quo mihi bene complacui","Epiphania, vig.",V,R,,006892,2,,
"P-BRs Ms. 034",248,003,"Caeli aperti sunt super eum et","Caeli aperti sunt super eum et vox patris intonuit","Epiphania, vig.",V,V,2,006892c,2,,
"P-BRs Ms. 034",248,004,"Veni redemptor *","Veni redemptor *","Epiphania, vig.",V,H,,008408a,*,,
"P-BRs Ms. 034",248,005,"Reges Tharsis et insulae munera offerunt","Reges Tharsis et insulae munera offerunt R. Reges Arabum et Saba dona adducent","Epiphania, vig.",V,W,,008180,*,,
"P-BRs Ms. 034",249,001,"Magi videntes stellam dixerunt ad invicem","Magi videntes stellam dixerunt ad invicem hoc signum magni regis est eamus et inquiramus eum et offeramus ei munera aurem thus et myrrham","Epiphania, vig.",V,A,M,003654,8,G,
"P-BRs Ms. 034",249,002,"Homo erat in Jerusalem cui nomen","Homo erat in Jerusalem cui nomen Simeon homo iste justus et timoratus exspectabat redemptionem Israel et spiritus sanctus erat in eo","Purificatio Mariae [Presentationis Domini]",V,A,p,003127,4,,
"P-BRs Ms. 034",249,003,"Responsum acceperat Simeon a Spiritu Sancto","Responsum acceperat Simeon a Spiritu Sancto non visurum se mortem nisi videret Christum Domini et benedixit Dum et dixit nunc dimittis servum tuum in pace quia viderunt oculi mei salutare tuum Domine","Purificatio Mariae [Presentationis Domini]",V,R,,007537,5,,
"P-BRs Ms. 034",250,001,"Lumen ad revelationem gentium et gloriam","Lumen ad revelationem gentium et gloriam plebis tuae Israel","Purificatio Mariae [Presentationis Domini]",V,V,V1,007537a,5,,
"P-BRs Ms. 034",250,002,"Ave maris stella dei mater alma","Ave maris stella dei mater alma atque semper virgo felix caeli porta","Purificatio Mariae [Presentationis Domini]",V,H,,008272,1,,
"P-BRs Ms. 034",251,001,"Elegit eam Deus *","Elegit eam Deus *","Purificatio Mariae [Presentationis Domini]",V,W,,008046,*,,
"P-BRs Ms. 034",251,002,"Cum inducerent puerum Jesum parentes ejus","Cum inducerent puerum Jesum parentes ejus accepit eum Simeon in ulnas suas et benedixit Deum dicens nunc dimittis Domine servum tuum in pace","Purificatio Mariae [Presentationis Domini]",V,A,M,002011,1,F,
"P-BRs Ms. 034",251,003,"Sacerdos et pontifex et virtutum opifex","Sacerdos et pontifex et virtutum opifex pastor bone in populo ora pro nobis Dominum","Martini, archiepiscopi Bracharensis",V,A,p,a00225,2,D,
"P-BRs Ms. 034",251,004,"O quam admirabilis vir iste M [...]","O quam admirabilis vir iste M [...]  inter confessores non minimus unde feliciter exsultat Dei ecclesia","Martini, archiepiscopi Bracharensis",V,R,,,2,,
"P-BRs Ms. 034",252,001,"Laudibus gloriosus est beatus M[...] qui","Laudibus gloriosus est beatus M[...] qui regnat cum Christo","Martini, archiepiscopi Bracharensis",V,V,1,g00223a,2,,
"P-BRs Ms. 034",252,002,"Gloria Patri et Filio et Spiritui","Gloria Patri et Filio et Spiritui Sancto","Martini, archiepiscopi Bracharensis",V,V,2,007040b,2,,
"P-BRs Ms. 034",252,003,"Iste confessor Domini sacratus festa plebs","Iste confessor Domini sacratus festa plebs cuius celebrat fidelis hodie laetus meruit secreta scandere caeli Hic pius prudens humilis pudicus sobrius castus fuit et quietus vita dum praesens vegetavit ejus corporis arctus Ad sacrum cujus tumulum frequenter membra languentum modo sanitati quolibet modo fuerint gravati restituuntur Unde nunc noster chorus in honore ipsius hymnum canit hunc libenter ut piis ejus meritis juvemur omne per aevum Sit salus illi decus atque virtus qui supra caeli residet cacumen totius mundi machinam gubernat trinus et unus Amen","Martini, archiepiscopi Bracharensis",V,H,,,8,,
"P-BRs Ms. 034",252,004,"Ecce sacerdos magnus *","Ecce sacerdos magnus *","Martini, archiepiscopi Bracharensis",V,W,,008040,*,,
"P-BRs Ms. 034",253,001,"O sancte Martine omnium corde ore","O sancte Martine omnium corde ore voce cantande o patrone singularis amabilis intercede pro nobis ad Dominum","Martini, archiepiscopi Bracharensis",V,A,M,a00222,6,F,
"P-BRs Ms. 034",253,002,"Ecce virgo concipiet et pariet filium","Ecce virgo concipiet et pariet filium et vocabitur nomen ejus Emmanuel","Annuntiatio Mariae",V,A,p,002557,8,G,
"P-BRs Ms. 034",253,003,"Missus est Gabriel angelus ad Mariam","Missus est Gabriel angelus ad Mariam virginem desponsatam Joseph nuntians ei verbum et expavescit virgo de lumine ne timeas Maria invenisti gratiam apud dominum ecce concipies et paries et vocabitur altissimi filius","Annuntiatio Mariae",V,R,,007170,7,,
"P-BRs Ms. 034",254,001,"Dabit ei dominus deus sedem David","Dabit ei dominus deus sedem David patris ejus et regnabit in domo Jacob in aeternum","Annuntiatio Mariae",V,V,V1,007170b,7,,
"P-BRs Ms. 034",254,002,"Ave maris stella *","Ave maris stella *","Annuntiatio Mariae",V,H,,008272,*,,
"P-BRs Ms. 034",254,003,"Rorate caeli desuper et nubes pluant","Rorate caeli desuper et nubes pluant justum R. Aperiatur terra et germinet salvatorem","Annuntiatio Mariae",V,W,,008188,*,,
"P-BRs Ms. 034",254,004,"Spiritus sanctus in te descendet Maria","Spiritus sanctus in te descendet Maria ne timeas habebis in utero filium dei alleluia","Annuntiatio Mariae",V,A,M,005006,8,G,
"P-BRs Ms. 034",254,005,"Alleluia alleluia alleluia alleluia alleluia alleluia","Alleluia alleluia alleluia alleluia alleluia alleluia Crucifixus surrexit  mortuis redemit nos sanguine suo alleluia","Sabbato Sancto",V,A,1,a00226,6,F,
"P-BRs Ms. 034",255,001,"Vespere autem sabbati quae lucescit in","Vespere autem sabbati quae lucescit in prima sabbati venit Maria Magdalena et altera Maria videre sepulcrum alleluia","Sabbato Sancto",V,A,M,005371,8,G,
"P-BRs Ms. 034",255,002,"Sacerdos *","Sacerdos *","Fructuosi Archiepiscopi Bracharensis",V,A,p,a00225,*,,
"P-BRs Ms. 034",255,003,"O quam admirabilis est","O quam admirabilis est","Fructuosi Archiepiscopi Bracharensis",V,R,p,a00223,*,,
"P-BRs Ms. 034",255,004,"Laudibus *","Laudibus *","Fructuosi Archiepiscopi Bracharensis",V,V,1,g00223a,*,,
"P-BRs Ms. 034",255,005,"Iste confessor *","Iste confessor *","Fructuosi Archiepiscopi Bracharensis",V,H,,008323,*,,
"P-BRs Ms. 034",255,006,"Ecce sacerdos *","Ecce sacerdos *","Fructuosi Archiepiscopi Bracharensis",V,W,,008040,*,,
"P-BRs Ms. 034",255,007,"O beate Fructuose omnium corde ore*","O beate Fructuose omnium corde ore*","Fructuosi Archiepiscopi Bracharensis",V,A,M,a00222,*,,
"P-BRs Ms. 034",255,008,"Sacerdos et pontifex *","Sacerdos et pontifex *","Petri de Rates",V,A,p,a00225,*,,
"P-BRs Ms. 034",255,009,"Iste sanctus digne in memoriam vertitur","Iste sanctus digne in memoriam vertitur hominum qui ad gaudium transiit angelorum quoniam in hac peregrinatione solo corpore constitutus cogitatione et aviditate in illa aeterna patria conversatus est","Petri de Rates",V,R,,a00227,1,,
"P-BRs Ms. 034",255,010,"Hic est vere martyr qui pro","Hic est vere martyr qui pro Christi nomine sanguinem suum fudit qui minas judicium non timuit nec terrenae dignitatis gloriam quaesivit sed ad caelestia regna feliciter pervenit","Petri de Rates",V,A,M,003056,7,c,
"P-BRs Ms. 034",256,001,"Vinculis carnis absolutus talentum sibi creditum","Vinculis carnis absolutus talentum sibi creditum domino suo duplicatum reportavit","Petri de Rates",V,V,1,a00227a,1,,
"P-BRs Ms. 034",256,002,"Deus tuorum militum sors et corona","Deus tuorum militum sors et corona praemium laudes canentes martyris absolve nexu criminis","Petri de Rates",V,H,,008294,2,,
"P-BRs Ms. 034",256,003,"Filiae Jerusalem venite et videte martyrem","Filiae Jerusalem venite et videte martyrem cum corona qua coronavit eum dominus in die sollemnitatis et laetitiae alleluia alleluia","Petri de Rates",V,A,M,002877,1,D,
"P-BRs Ms. 034",256,004,"Gloria Patri et Filio et Spiritui","Gloria Patri et Filio et Spiritui Sancto","Petri de Rates",V,V,2,007040b,1,,
"P-BRs Ms. 034",257,001,"Pater sancte serva eos in nomine","Pater sancte serva eos in nomine tuo quos dedisti mihi ut sint unum sicut et nos alleluia","Ascensio Domini",V,A,p,a00228,4,?,
"P-BRs Ms. 034",257,002,"Omnis pulchritudo domini exaltata est super","Omnis pulchritudo domini exaltata est super sidera species ejus in nubibus caeli et nomen ejus in aeternum permanet alleluia","Ascensio Domini",V,R,,007320,1,,
"P-BRs Ms. 034",257,003,"A summo caelo egressio ejus et","A summo caelo egressio ejus et occursus ejus usque ad summum ejus","Ascensio Domini",V,V,1,007320b,1,,
"P-BRs Ms. 034",257,004,"Hymnum canamus gloriae hymni novi nunc","Hymnum canamus gloriae hymni novi nunc personent Christus novo nunc tramite ad patris ascendit thronum | Transit triumpho nobili poli potenter culmina qui morte mortem assumpserat derisus a mortalibus | Apostoli tunc mystico in monte stantes chrismatis cum matre clara virgine Jesu videbant gloriam | Hunc prosecuti lumine laeto petentem sydera laetis per auras cordibus duxere regem saeculi | Quos alloquentes angeli quid astra stantes cernitis salvator hic est inquiunt Jesus triumpho nobili | A vobis ad caelestia qui regna nunc assumptus est venturus inde saeculi in fine judex omnium | Quo nos precamur tempore Jesu redemptor unice Inter tuos in aethera servos benignus aggrega | Da nobis illuc sedula devotione tendere quo te sedere cum Patre in arce regni credimus | Gloria tibi domine qui scandis supra sydera cum patre et sancto spiritu in sempiterna saecula | Amen","Ascensio Domini",V,H,,008316,8,,
"P-BRs Ms. 034",258,001,"Ascendo ad patrem meum et patrem","Ascendo ad patrem meum et patrem vestrum alleluia R, Deum meum et deum vestrum alleluia","Ascensio Domini",V,W,,007954,*,,
"P-BRs Ms. 034",258,002,"Pater manifestavi nomen tuum hominibus quos","Pater manifestavi nomen tuum hominibus quos dedisti mihi nunc autem pro eis rogo non pro mundo quia ad te vado alleluia","Ascensio Domini",V,A,M,004237,1,D,
"P-BRs Ms. 034",258,003,"Repleti sunt omnes spiritu sancto et","Repleti sunt omnes spiritu sancto et coeperunt loqui alleluia","Pent., vig.",V,A,p,004613,8,G,
"P-BRs Ms. 034",259,001,"Repleti sunt omnes spiritu sancto et","Repleti sunt omnes spiritu sancto et coeperunt loqui prout spiritus sanctus dabat eloqui illis et convenit multitudo dicentium alleluia","Pent., vig.",V,R,,007531,2,,
"P-BRs Ms. 034",259,002,"Loquebantur variis linguis apostoli magnalia dei","Loquebantur variis linguis apostoli magnalia dei","Pent., vig.",V,V,1,007531a,2,,
"P-BRs Ms. 034",259,003,"Jam Christus astra ascenderat reversus unde","Jam Christus astra ascenderat reversus unde venerat patris fruendum munere sanctum daturus spiritum","Pent., vig.",V,H,,008327,1,,
"P-BRs Ms. 034",260,001,"Spiritus domini replevit orbem terrarum alleluia","Spiritus domini replevit orbem terrarum alleluia R. Et hoc quod continet omnia scientiam habet vocis alleluia","Pent., vig.",V,W,,008204,*,,
"P-BRs Ms. 034",260,002,"Non vos relinquam orphanos alleluia vado","Non vos relinquam orphanos alleluia vado et venio ad vos alleluia et gaudebit cor vestrum alleluia","Pent., vig.",V,A,M,003941,1,,
"P-BRs Ms. 034",260,003,"Gloria tibi trinitas aequalis una deitas","Gloria tibi trinitas aequalis una deitas et ante omnia saecula et nunc et in perpetuum","Sanctissimae Trinitatis",V,A,1,002948,1,D,
"P-BRs Ms. 034",260,004,"Laus et perennis gloria deo patri","Laus et perennis gloria deo patri et filio sancto simul paraclito in saecula saeculorum","Sanctissimae Trinitatis",V,A,2,003601,2,D,
"P-BRs Ms. 034",261,001,"Gloria laudis resonet in ore omnium","Gloria laudis resonet in ore omnium patri genitaeque proli spiritui sancto pariter resultet Laude perenni","Sanctissimae Trinitatis",V,A,3,002947,3,a,
"P-BRs Ms. 034",261,002,"Laus deo patri parilique proli et","Laus deo patri parilique proli et tibi sancte studio perenni spiritus nostro resonet ab ore omne per aevum","Sanctissimae Trinitatis",V,A,4,003600,4,E,
"P-BRs Ms. 034",261,003,"Ex quo omnia per quem omnia","Ex quo omnia per quem omnia in quo omnia ipsi gloria in saecula","Sanctissimae Trinitatis",V,A,5,002751,5,a,
"P-BRs Ms. 034",261,004,"Benedictus Dominus Deus Israel qui facis","Benedictus Dominus Deus Israel qui facis mirabilia solus et benedictum nomen majestatis ejus in aeternum","Sanctissimae Trinitatis",V,R,,006249,2,,
"P-BRs Ms. 034",262,001,"Replebitur majestate ejus omnis terra fiat","Replebitur majestate ejus omnis terra fiat fiat","Sanctissimae Trinitatis",V,V,1,006249a,2,,
"P-BRs Ms. 034",262,002,"Gloria *","Gloria *","Sanctissimae Trinitatis",V,V,2,909000,*,,
"P-BRs Ms. 034",262,003,"O lux beata trinitas et principalis","O lux beata trinitas et principalis unitas jam sol recedit igneus infunde lumen cordibus","Sanctissimae Trinitatis",V,H,,008358,5,,
"P-BRs Ms. 034",262,004,"Verbo domini caeli firmati sunt R","Verbo domini caeli firmati sunt R. Et spiritu oris ejus omnis virtus eorum","Sanctissimae Trinitatis",V,W,,008237,*,,
"P-BRs Ms. 034",262,005,"Gratias tibi Deus gratias tibi vera","Gratias tibi Deus gratias tibi vera una trinitas una et summa deitas sancta et una unitas","Sanctissimae Trinitatis",V,A,M,002977.1,1,D,
"P-BRs Ms. 034",263,001,"Sacerdos in aeternum Christus Dominus secundum","Sacerdos in aeternum Christus Dominus secundum ordinem Melchisedech panem et vinum obtulit","Corporis Christi",V,A,1,204335,1,D,
"P-BRs Ms. 034",263,002,"Miserator Dominus escam dedit timentibus se","Miserator Dominus escam dedit timentibus se in memoriam suorum mirabilium","Corporis Christi",V,A,2,203126,2,D,
"P-BRs Ms. 034",263,003,"Calicem salutaris accipiam et sacrificabo hostiam","Calicem salutaris accipiam et sacrificabo hostiam laudis","Corporis Christi",V,A,3,200722,3,a,
"P-BRs Ms. 034",263,004,"Sicut novellae olivarum ecclesiae filii sunt","Sicut novellae olivarum ecclesiae filii sunt in circuitu mensae Domini","Corporis Christi",V,A,4,204661,4,E,
"P-BRs Ms. 034",264,001,"Qui pacem ponit fines ecclesiae frumenti","Qui pacem ponit fines ecclesiae frumenti adipe satiat nos dominus","Corporis Christi",V,A,5,204127,5,a,
"P-BRs Ms. 034",264,002,"Homo quidam fecit cenam magnam et","Homo quidam fecit cenam magnam et misit servum suum hora cenae dicere invitatis ut venirent quia parata sunt omnia","Corporis Christi",V,R,,601068,6,,
"P-BRs Ms. 034",264,003,"Venite comedite panem meum et et","Venite comedite panem meum et et bibite vinum quod miscui vobis","Corporis Christi",V,V,1,601068a,6,,
"P-BRs Ms. 034",264,004,"Gloria Patri et Filio et Spiritui","Gloria Patri et Filio et Spiritui Sancto","Corporis Christi",V,V,2,007040b,6,,
"P-BRs Ms. 034",264,005,"Pange lingua gloriosi Corporis mysterium Sanguinisque","Pange lingua gloriosi Corporis mysterium Sanguinisque pretiosi Quem in mundi pretium Fructus ventris generosi Rex effudit gentium Nobis datus nobis natus Ex intacta Virgine Et in mundo conversatus Sparso verbi semine Sui moras incolatus Miro clausit ordine In supremae nocte coenae Recumbens cum fratribus Observata lege plene Cibis in legalibus Cibum turbae duodenae Se dat suis manibus Verbum caro panem verum Verbo carnem efficit Fitque sanguis Christi merum Et si sensus deficit Ad firmandum cor sincerum Sola fides sufficit Tantum ergo Sacramentum Veneremur cernui Et antiquum documentum Novo cedat ritui Praestet fides supplementum Sensuum defectui Genitori Genitoque Laus et jubilatio Salus honor virtus quoque Sit et benedictio Procedenti ab utroque Compar sit laudatio Amen","Corporis Christi",V,H,,830393,3,,
"P-BRs Ms. 034",265,001,"Panem de caelo praestitisti eis alleluia","Panem de caelo praestitisti eis alleluia R. Omne delectamentum in se habentem alleluia","Corporis Christi",V,W,,800331,*,,
"P-BRs Ms. 034",265,002,"O quam suavis est Domine spiritus","O quam suavis est Domine spiritus tuus qui ut dulcedinem tuam in filios demonstrares pane suavissimo de caelo praestito esurientes replens/reples bonis fastidiosos divites dimittens inanes","Corporis Christi",V,A,M,203554,6,F,
"P-BRs Ms. 034",266,001,"Angelum virtutis suae emisit dominus ex","Angelum virtutis suae emisit dominus ex Sion qui liberavit civitatem nostram de medio inimicorum suorum","Angeli Custodis",V,A,1,a00028,1,D,
"P-BRs Ms. 034",266,002,"Ecce non dormitabit neque dormiet angelus","Ecce non dormitabit neque dormiet angelus qui custodit civitatem istam quoniam ipse est protectio super manum dexteram nostram","Angeli Custodis",V,A,2,a00029,2,D,
"P-BRs Ms. 034",266,003,"Nisi angelus domini custodierit civitatem nostram","Nisi angelus domini custodierit civitatem nostram in vanum laboraverint qui costodiunt eam","Angeli Custodis",V,A,3,a00030,3,a,
